code,title,prereq,antireq,term,ID,description
BME213,Statistics and Experimental Design,Level at least 2B Biomedical Engineering.,"BIOL 361, CHE 220, CIVE 224, ENVE 224, KIN 222, MSCI 252, ME 202, MTE 201, NE 215, PSYCH 292, STAT 202, 206, 211, SYDE 212",S,014454,"Fundamentals of probability and statistics, and applications to biomedical engineering. Random variables and statistical distributions, statistical estimation, hypothesis testing, regression, and experiment design considerations. Applications to biomedical experiments, biomedical imaging data, and clinical trials."
BME252,Linear Signals and Systems,Level at least 2B Biomedical Engineering.,SYDE 252,S,014462,"Models and analysis of linear systems in the context of measurement and processing of biosignals such as electroencephalography (EEG), electrocardiography (ECG), and electromyography. Discrete and continuous time systems, difference and differential equations, impulse and frequency response, transform domain techniques, transfer functions and frequency response, frequency domain analysis of linear systems, sampling theory, stability, and linear filters."
BME261,"Prototyping, Simulation and Design",Level at least 2B Biomedical Engineering,,S,014441,"Problem-solving approaches, agile design and development, rapid prototyping, revision control, design patterns, development cycles, and simulation. Topics will be reinforced in the context of biomedical engineering projects conducted in groups within a collaborative environment."
BME281,Mechanics of Deformable Solids,Level at least 2A Biomedical Engineering.,"CIVE 204, ME 219, SYDE 286",F,014455,"Introduction to mechanical response of materials and stress-strain relationship. Behaviour of prismatic members in tension, compression, shear, bending, and torsion. Shear-force and bending-moment diagrams. Introduction to instability. Mechanical properties of biological tissues, and viscoeleastic models. Applications to bone, cartilage, and biomedical implants."
BME281L,Mechanics of Deformable Solids Laboratory,Level at least 2A Biomedical Engineering,,F,014456,Laboratory experiments for students taking BME 281.
BME282,Materials Science for Biomedical Engineers,Level at least 2A Biomedical Engineering.,SYDE 285,F,014457,"Crystalline structure, crystal defects, non-crystalline materials, structure and properties of metals, ceramics, glasses, semi-conductors, polymers, and composites. Factors in materials design, material selection and processing in the context of biomedical devices and instruments will also be discussed."
BME284,Physiological and Biological Systems,Level at least 2B Biomedical Engineering.,SYDE 384/584,S,014435,"The structure, functions, and properties of the major biological systems (musculoskeletal, nervous, cardiovascular) will be presented in relation to the design of biomedical devices (imaging, assistive, and diagnostic). Concepts in modeling biological systems will be introduced. Various aspects of pathology and how they influence medical device design will also be discussed."
BME284L,Physiology and Anatomy Laboratory,Level at least 2B Biomedical Engineering,,S,014436,Laboratory experiments for students taking BME 284.
BME285,Engineering Biology,Level at least 2A Biomedical Engineering,,F,014433,"Introduction to basic concepts of biochemistry and cell biology. Overview of the chemistry of amino acids, carbohydrates, lipids and nucleic acid. Structure and properties of proteins and enzymes. Elements of cell structure and diversity, and relationship of biochemistry with cell metabolism. A focus on biomedical engineering with relevant examples such as biomimetic engineering design, system biology, and tissue engineering."
BME285L,Engineering Biology Laboratory,Level at least 2A Biomedical Engineering,,F,014434,Laboratory experiments for students taking BME 285.
BME294,"Circuits, Instrumentation, and Measurements",Level at least 2B Biomedical Engineering.,"BME 392, SYDE
292",S,015453,"Basic concepts of hardware measurement systems pertaining to the measurement of biosignals: active and passive circuit elements, Kirchhoff's laws, mesh and nodal circuit analysis, principle of superposition, step responses of first and second order networks, sinusoidal steady state analysis, input-output relationships, transfer functions and frequency response of linear systems, operational amplifiers, analog signal detection, conditioning and conversion systems, transducers, difference and instrumentation amplifiers, A/D and D/A conversion. Examples will be presented in the form of physiological monitoring hardware for vital measurements such as electroencephalography (EEG), electrocardiography (ECG), and electromyography (EMG)."
BME294L,"Circuits, Instrumentation, and Measurements Laboratory",Level at least 2B Biomedical Engineering.,"BME 392L, SYDE
292L",S,015454,Laboratory experiments for students taking BME 294.
BME301,Seminar,3A Biomedical Engineering,,W,014861,"Biomedical engineering third-year students will meet with a faculty member designated as their class professor. Performance in assignments, conceptual difficulties with courses, interrelation of coursework, later work, and engineering practice will be discussed. Non-credit course."
BME302,Seminar,3B Biomedical Engineering,,F,014862,"Biomedical engineering third-year students will meet with a faculty member designated as their class professor. Performance in assignments, conceptual difficulties with courses, interrelation of coursework, later work, and engineering practice will be discussed. Non-credit course."
BME355,Physiological Systems Modelling,Level at least 3A Biomedical Engineering,,W,014437,"Introduction to systems theory as a general modelling method, and applied to the skeletal, neuromuscular, central nervous, cardiovascular, and respiratory systems of the human body. Time-domain simulations, sensitivity analyses, and parameter identification, with the latter driven by experimental measurements of system performance."
BME356,Control Systems,Level at least 3B Biomedical Engineering.,"BME 353, SYDE 352",F,014463,"Classical and state space representations of control systems. Stability, controllability, observability, and sensitivity. Routh-Hurwitz and root-locus methods. Frequency domain behaviour, Bode plots, Nyquist stability criteria. Pole placement, PID, phase-lead and phase-lag controllers. Application to anatomical system models, including musculoskeletal and cardiovascular systems, and to physiological feedback systems."
